version,date,source_url,filename,sha256,authors,notes
0.90,1993-08-09,https://www.cs.cmu.edu/afs/cs/project/ai-repository/ai/lang/prolog/impl/fp_lp/life/life_090.tgz,life_090.tgz,928453daa1ae1477113f323b2d98d3920d15999d8ed7d496f0b606598592df19,"Peter Van Roy; Richard Meyer; Jean-Claude Hervé; (contributors) Hassan Aït-Kaci; Seth Copen Goldstein; Abder Aggoun",First public life_090 (CMU listing date)
0.91,1993-08-09,https://www.cs.cmu.edu/afs/cs/project/ai-repository/ai/lang/prolog/impl/fp_lp/life/life_091.tgz,life_091.tgz,dbf206afbd22b57070a484687e24548efd66754397b81661121bc2de70ae5ce6,"Peter Van Roy; Richard Meyer; Jean-Claude Hervé; (contributors) Hassan Aït-Kaci; Seth Copen Goldstein; Abder Aggoun",life_091 (CMU listing date)
1.0,1994-03-24,https://www.cs.cmu.edu/afs/cs/project/ai-repository/ai/lang/prolog/impl/fp_lp/life/life_10.tgz,life_10.tgz,c8d3d7c72e9eeab2b6124348bc5e4b8f15d69c1fd29b35768251751a505a670e,"Peter Van Roy; Richard Meyer; Jean-Claude Hervé; (contributors) Hassan Aït-Kaci; Seth Copen Goldstein; Abder Aggoun",life_10 (CMU listing date)
